# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Jan 20 08:11:24 2023
#
# User preference: *
#
# CONSTRAINT:  where (sy_pnum > 1)
# CONSTRAINT:  order by sy_dist asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_instrument: Discovery Instrument
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_imppar:      Impact Parameter
# COLUMN pl_trandep:     Transit Depth [%]
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN pl_occdep:      Occultation Depth [%]
# COLUMN pl_orbtper:     Epoch of Periastron [days]
# COLUMN pl_orblper:     Argument of Periastron [deg]
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN pl_projobliq:   Projected Obliquity [deg]
# COLUMN pl_trueobliq:   True Obliquity [deg]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_radv:        Systemic Radial Velocity [km/s]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_gaiamag:     Gaia Magnitude
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_instrument,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,rastr,ra,decstr,dec,sy_dist,sy_gaiamag
Kepler-107 c,Kepler-107,1,4,Transit,2014,Kepler CCD Array,4.90145200,0.060640,1.597,0.142,9.39000,0.02954,Mass,12.650000,0.000000,659.65,1379,89.490,2455697.018290,0,0.0800,0.013960,4.2690000,3.650000,0.01012,,,,3.060,,,,5854.00,1.45,1.24,0.321,[Fe/H],0.364,4.21,4.290,0.57400,3.6000,20.30,5.64,19h48m06.76s,297.0281620,+48d12m30.97s,48.2086019,525.9970000,12.4627000
Kepler-107 d,Kepler-107,1,4,Transit,2014,Kepler CCD Array,7.95839000,0.083770,0.860,0.077,3.80000,0.01196,Mass,33.100000,0.000000,346.11,1173,87.550,2455702.954700,0,0.5300,0.005830,4.1800000,5.050000,0.00544,,,,1.060,,,,5854.00,1.45,1.24,0.321,[Fe/H],0.364,4.21,4.290,0.57400,3.6000,20.30,5.64,19h48m06.76s,297.0281620,+48d12m30.97s,48.2086019,525.9970000,12.4627000
Kepler-107 e,Kepler-107,1,4,Transit,2014,Kepler CCD Array,14.74914300,0.126390,2.903,0.259,8.60000,0.02706,Mass,2.000000,0.000000,151.94,955,89.670,2455694.485500,0,0.1100,0.042050,6.1170000,7.620000,0.01839,,,,1.950,,,,5854.00,1.45,1.24,0.321,[Fe/H],0.364,4.21,4.290,0.57400,3.6000,20.30,5.64,19h48m06.76s,297.0281620,+48d12m30.97s,48.2086019,525.9970000,12.4627000
Kepler-176 b,Kepler-176,1,4,Transit,2014,Kepler CCD Array,5.43307400,0.058000,1.430,0.128,2.63000,0.00829,M-R relationship,4.940000,0.000000,123.80,841,86.690,2454971.369670,0,0.0700,0.032820,2.4070000,17.720000,0.01476,,,,,,,,5232.00,0.89,0.79,0.160,[Fe/H],-0.404,4.47,13.700,3.56337,,,,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000,14.5446000
Kepler-176 c,Kepler-176,1,4,Transit,2014,Kepler CCD Array,12.75971200,0.102000,2.600,0.232,23.00000,0.07200,Mass,7.190000,0.000000,39.63,633,88.250,2455003.310620,1,0.4700,0.088210,3.5410000,27.650000,0.02760,,,,,,,,5232.00,0.89,0.79,0.160,[Fe/H],-0.404,4.47,13.700,2.45566,,,,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000,14.5446000
Kepler-176 d,Kepler-176,1,4,Transit,2014,Kepler CCD Array,25.75197400,0.163000,2.510,0.224,15.20000,0.04800,Mass,5.280000,0.000000,15.54,501,89.530,2454969.449510,1,0.6600,0.073890,2.8530000,34.000000,0.03027,,,,,,,,5232.00,0.89,0.79,0.160,[Fe/H],-0.404,4.47,13.700,7.12817,,,,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000,14.5446000
Kepler-176 e,Kepler-176,1,4,Transit,2016,Kepler CCD Array,51.16579000,0.249400,1.450,0.129,2.70000,0.00849,M-R relationship,4.870000,0.000000,6.22,398,89.080,2455005.308400,0,0.8170,0.025920,4.7150000,51.100000,0.01605,,,,,,,,5295.00,0.83,0.87,0.030,[Fe/H],-0.404,4.55,4.680,3.09428,,,,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000,14.5446000
Kepler-36 b,Kepler-36,1,2,Transit,2012,Kepler CCD Array,13.86825000,0.115300,1.498,0.134,3.83000,0.01205,Mass,6.260000,0.000000,247.00,978,90.010,2454974.649140,1,0.8200,0.008460,7.2783000,10.111000,0.00838,,,,,,,,5979.00,1.63,1.03,-0.180,[Fe/H],0.510,4.10,4.790,0.35080,4.9000,,9.39,19h25m00.04s,291.2501859,+49d13m54.51s,49.2318073,527.9560000,12.0767000
Kepler-36 c,Kepler-36,1,2,Transit,2012,Kepler CCD Array,16.21865000,0.128300,3.679,0.328,7.13000,0.02243,Mass,0.787000,0.000000,191.00,928,89.360,2455004.677414,1,0.1860,0.042530,7.4600000,16.690000,0.02062,,,,,,,,5979.00,1.63,1.03,-0.180,[Fe/H],0.510,4.10,4.790,0.35080,4.9000,,9.39,19h25m00.04s,291.2501859,+49d13m54.51s,49.2318073,527.9560000,12.0767000
Kepler-466 b,Kepler-466,1,2,Transit,2016,Kepler CCD Array,51.07926307,0.267100,2.850,0.254,8.50000,0.02670,M-R relationship,2.020000,0.000000,15.17,503,89.980,2455018.180649,0,0.6150,0.073680,6.3729000,62.716000,0.02468,,,,,,,,5927.00,1.05,1.04,-0.010,[Fe/H],-0.067,4.42,3.470,1.79031,,,0.30,19h42m35.68s,295.6486585,+48d29m43.87s,48.4955191,530.1220000,12.7632000
Kepler-466 c,Kepler-466,1,2,Transit,2016,Kepler CCD Array,3.70921385,0.046500,1.250,0.112,2.10000,0.00660,M-R relationship,5.910000,0.000000,500.46,1206,89.730,2454966.983730,0,0.5950,0.013110,2.5575000,10.888000,0.01055,,,,,,,,5927.00,1.05,1.04,-0.010,[Fe/H],-0.067,4.42,3.470,1.77451,,,0.30,19h42m35.68s,295.6486585,+48d29m43.87s,48.4955191,530.1220000,12.7632000
Kepler-415 b,Kepler-415,1,2,Transit Timing Variations,2014,Kepler CCD Array,4.17600000,0.042600,1.210,0.108,119.90000,0.37700,Mass,372.000000,0.000000,69.83,694,89.410,2455185.995600,1,0.1420,0.053150,2.3580000,13.820000,0.02040,,,,,,,,4362.00,0.64,0.67,0.010,[Fe/H],-0.805,4.62,4.900,2.40794,,,,19h35m13.08s,293.8045041,+38d38m20.59s,38.6390517,530.4870000,15.8410000
Kepler-415 c,Kepler-415,1,2,Transit Timing Variations,2014,Kepler CCD Array,8.70800000,0.069500,2.010,0.201,4.70000,0.01480,M-R relationship,3.180000,0.000000,26.24,543,89.870,2455196.056520,1,0.1556,0.141960,2.5320000,27.560000,0.03732,,,,,,,,4362.00,0.64,0.67,0.010,[Fe/H],-0.805,4.62,4.900,4.88423,,,,19h35m13.08s,293.8045041,+38d38m20.59s,38.6390517,530.4870000,15.8410000
Kepler-1669 b,Kepler-1669,1,2,Transit,2020,Kepler CCD Array,9.51216000,0.074500,2.780,0.248,8.15000,0.02560,M-R relationship,2.080000,0.000000,18.66,530,89.700,2455018.479080,0,0.1330,0.116940,2.9497000,25.170000,0.03933,,,,,,,,4303.00,0.71,0.67,-0.230,[Fe/H],-0.803,4.56,13.900,2.59347,,,,19h49m43.29s,297.4303826,+39d50m52.37s,39.8478795,543.4440000,15.9088000
Kepler-1669 c,Kepler-1669,1,2,Transit,2021,Kepler CCD Array,1.60932005,0.022800,1.901,0.170,4.27000,0.01340,M-R relationship,3.410000,0.000000,199.28,958,89.890,2455011.945600,0,0.1042,0.072850,1.5675000,8.056000,0.02953,,,,,,,,4224.00,0.60,0.61,-0.200,[Fe/H],-0.803,4.66,13.900,3.54074,,,,19h49m43.29s,297.4303826,+39d50m52.37s,39.8478795,543.4440000,15.9088000
NY Vir b,NY Vir,2,2,Eclipse Timing Variations,2011,Multiple Instruments,3160.00000000,3.300000,13.300,1.190,730.97800,2.30000,Mass,1.710000,0.150000,,,,,0,,,,,,,2453472.000000,348.0000,,,,,32780.00,0.15,0.46,,,1.375,5.74,,187.95240,,,,13h38m48.14s,204.7005847,-02d01m49.39s,-2.0303873,544.0240000,13.3943000
NY Vir c,NY Vir,2,2,Eclipse Timing Variations,2019,SBIG 6303e CCD Camera,8799.00000000,,12.800,1.140,1760.77820,5.54000,Msini,4.610000,0.150000,,,,,0,,,,,,,2450031.000000,320.0000,,,,,32780.00,0.15,0.46,,,1.375,5.74,,187.95240,,,,13h38m48.14s,204.7005847,-02d01m49.39s,-2.0303873,544.0240000,13.3943000
Kepler-309 b,Kepler-309,1,2,Transit,2014,Kepler CCD Array,5.92365300,0.059000,1.560,0.139,3.05000,0.00961,M-R relationship,4.410000,0.000000,99.49,531,89.850,2454967.682390,0,0.8100,0.040650,2.7870000,17.510000,0.01829,,,,,,,M0 V,4713.00,0.72,0.67,0.110,[Fe/H],-0.574,4.61,3.020,2.80440,,,,19h50m02.37s,297.5098911,+46d57m41.08s,46.9614121,544.5680000,15.1261000
Kepler-309 c,Kepler-309,1,2,Transit,2014,Kepler CCD Array,105.35638300,0.401000,2.510,0.224,6.85000,0.02150,M-R relationship,2.380000,0.000000,2.14,204,89.710,2454971.683920,1,0.4000,0.121020,3.6580000,79.000000,0.03912,,,,,,,M0 V,4713.00,0.72,0.67,0.110,[Fe/H],-0.574,4.61,3.020,4.45517,,,,19h50m02.37s,297.5098911,+46d57m41.08s,46.9614121,544.5680000,15.1261000
Kepler-142 b,Kepler-142,1,3,Transit,2014,Kepler CCD Array,2.02415200,0.032000,1.990,0.178,4.62000,0.01450,M-R relationship,3.220000,0.000000,1247.91,1597,84.560,2455003.494680,0,0.4900,0.023940,2.4890000,4.880000,0.01489,,,,,,,,5790.00,1.27,0.99,0.080,[Fe/H],0.107,4.26,8.200,0.77079,,,,19h40m28.56s,295.1190067,+48d28m52.91s,48.4813635,548.6860000,13.1970000
Kepler-142 c,Kepler-142,1,3,Transit,2014,Kepler CCD Array,4.76170200,0.057000,2.860,0.255,8.55000,0.02690,M-R relationship,2.010000,0.000000,399.44,1201,87.890,2455003.335430,0,0.3700,0.049710,3.3030000,11.218000,0.02046,,,,,,,,5790.00,1.27,0.99,0.080,[Fe/H],0.107,4.26,8.200,1.17774,,,,19h40m28.56s,295.1190067,+48d28m52.91s,48.4813635,548.6860000,13.1970000
Kepler-142 d,Kepler-142,1,3,Transit,2014,Kepler CCD Array,41.80911800,0.242000,2.160,0.193,5.31000,0.01670,M-R relationship,2.900000,0.000000,22.07,582,89.980,2454981.699260,1,0.9400,0.019040,8.6870000,41.480000,0.01252,,,,,,,,5790.00,1.27,0.99,0.080,[Fe/H],0.107,4.26,8.200,0.77217,,,,19h40m28.56s,295.1190067,+48d28m52.91s,48.4813635,548.6860000,13.1970000
Kepler-338 b,Kepler-338,1,4,Transit,2014,Kepler CCD Array,13.72697600,0.117000,2.440,0.218,30.60000,0.09600,Mass,11.600000,0.040000,256.61,1005,89.900,2454971.748330,1,0.1400,0.019920,7.2880000,14.474700,0.01341,,,,,,,,5923.00,1.74,1.20,-0.029,[M/H],0.586,4.02,4.790,0.21664,,,-15.36,18h51m54.97s,282.9790593,+40d47m03.91s,40.7844188,552.7980000,12.0828000
Kepler-338 c,Kepler-338,1,4,Transit,2014,Kepler CCD Array,24.31085600,0.172000,2.340,0.209,6.08000,0.01910,M-R relationship,2.610000,0.030000,119.65,831,89.610,2454970.041470,0,0.0300,0.018440,8.8200000,20.922000,0.01242,,,,,,,,5923.00,1.74,1.20,-0.029,[M/H],0.586,4.02,4.790,0.30621,,,-15.36,18h51m54.97s,282.9790593,+40d47m03.91s,40.7844188,552.7980000,12.0828000
Kepler-338 d,Kepler-338,1,4,Transit,2014,Kepler CCD Array,44.43101400,0.257000,3.000,0.268,9.27000,0.02920,M-R relationship,1.890000,0.030000,53.56,680,89.960,2454976.541980,0,0.7900,0.023850,10.6240000,25.100000,0.01492,,,,,,,,5923.00,1.74,1.20,-0.029,[M/H],0.586,4.02,4.790,0.21664,,,-15.36,18h51m54.97s,282.9790593,+40d47m03.91s,40.7844188,552.7980000,12.0828000
Kepler-338 e,Kepler-338,1,4,Transit Timing Variations,2014,Kepler CCD Array,9.34100000,0.089300,1.560,0.139,8.50000,0.02700,Mass,12.300000,0.050000,428.52,1143,87.490,2454965.385810,1,0.6900,0.008170,6.1800000,8.890000,0.00844,,,,,,,,5999.00,1.74,1.14,-0.029,[M/H],0.586,4.02,4.790,0.21664,,,-15.36,18h51m54.97s,282.9790593,+40d47m03.91s,40.7844188,552.7980000,12.0828000
Kepler-354 b,Kepler-354,1,3,Transit,2014,Kepler CCD Array,5.47666000,0.054000,1.840,0.164,4.04000,0.01270,M-R relationship,3.560000,0.000000,64.84,741,85.820,2454968.702040,0,0.7300,0.064800,2.5030000,13.120000,0.02603,,,,,,,,4648.00,0.67,0.65,-0.030,[Fe/H],-0.714,4.63,13.800,0.79950,,,,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739,554.0640000,15.5561000
Kepler-354 c,Kepler-354,1,3,Transit,2014,Kepler CCD Array,16.93440200,0.115000,1.310,0.117,2.27000,0.00714,M-R relationship,5.550000,0.000000,14.40,508,89.210,2454970.267720,0,0.6300,0.035610,3.4560000,32.600000,0.01703,,,,,,,,4648.00,0.67,0.73,-0.030,[Fe/H],-0.714,4.63,5.250,2.28605,,,,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739,554.0640000,15.5561000
Kepler-354 d,Kepler-354,1,3,Transit,2014,Kepler CCD Array,24.20984200,0.146000,1.240,0.111,2.07000,0.00651,M-R relationship,5.970000,0.000000,8.95,451,89.380,2454974.476300,0,0.1600,0.045800,4.3730000,39.000000,0.01950,,,,,,,,4648.00,0.67,0.65,-0.030,[Fe/H],-0.714,4.63,13.800,1.91598,,,,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739,554.0640000,15.5561000
Kepler-1143 b,Kepler-1143,1,2,Transit,2016,Kepler CCD Array,2.88890485,0.037100,1.670,0.149,3.43000,0.01080,M-R relationship,4.050000,0.000000,173.06,976,85.230,2454965.152790,0,0.2063,0.040220,1.5538000,14.200000,0.01974,,,,,,,,5053.00,0.77,0.81,-0.060,[Fe/H],-0.623,4.58,4.790,6.48761,,,,19h09m12.67s,287.3027720,+39d17m22.70s,39.2896399,555.1890000,15.1938000
Kepler-1143 c,Kepler-1143,1,2,Transit,2016,Kepler CCD Array,210.63059100,0.647700,3.600,0.321,12.60000,0.03980,M-R relationship,1.480000,0.000000,0.57,234,89.760,2455133.727990,0,0.6871,0.165780,8.6750000,156.100000,0.04306,,,,,,,,5053.00,0.77,0.81,-0.060,[Fe/H],-0.623,4.58,4.790,1.62078,,,,19h09m12.67s,287.3027720,+39d17m22.70s,39.2896399,555.1890000,15.1938000
Kepler-605 b,Kepler-605,1,2,Transit,2016,Kepler CCD Array,3.38353807,0.042000,1.440,0.128,2.67000,0.00839,M-R relationship,4.910000,0.000000,316.72,1133,87.540,2455002.639540,0,0.8000,0.025570,1.4365000,18.211000,0.01490,,,,,,,,5462.00,0.88,0.91,0.020,[Fe/H],-0.248,4.52,4.470,9.97929,,,,19h09m10.90s,287.2954015,+43d16m47.52s,43.2798677,556.5800000,14.1363000
Kepler-605 c,Kepler-605,1,2,Transit,2016,Kepler CCD Array,2.35895152,0.033000,0.860,0.077,0.56600,0.00178,M-R relationship,4.890000,0.000000,513.03,1278,87.910,2454965.691190,0,0.3850,0.009410,1.6330000,11.110000,0.00896,,,,,,,,5462.00,0.88,0.91,0.020,[Fe/H],-0.248,4.52,4.470,4.01115,,,,19h09m10.90s,287.2954015,+43d16m47.52s,43.2798677,556.5800000,14.1363000
Kepler-165 b,Kepler-165,1,2,Transit,2014,Kepler CCD Array,8.18084800,0.072000,2.320,0.207,5.99000,0.01890,M-R relationship,2.640000,0.000000,59.80,716,88.510,2455009.701130,0,0.7800,0.072350,2.8690000,11.460000,0.02984,,,,,,,,5211.00,0.77,0.79,0.120,[Fe/H],-0.472,4.54,10.500,0.42495,0.2000,,-23.59,18h42m45.82s,280.6909200,+47d48m34.81s,47.8096702,560.8850000,14.7945000
Kepler-165 c,Kepler-165,1,2,Transit,2014,Kepler CCD Array,15.31299000,0.110000,2.230,0.199,5.60000,0.01760,M-R relationship,2.770000,0.000000,25.93,581,88.890,2455004.791960,0,0.0600,0.086490,3.0280000,39.380000,0.02712,,,,,,,,5211.00,0.77,0.79,0.120,[Fe/H],-0.472,4.54,10.500,4.92783,0.2000,,-23.59,18h42m45.82s,280.6909200,+47d48m34.81s,47.8096702,560.8850000,14.7945000
Kepler-225 b,Kepler-225,1,2,Transit,2014,Kepler CCD Array,6.73897500,0.056000,1.200,0.107,1.87000,0.00588,M-R relationship,5.950000,0.000000,38.88,579,89.870,2454968.276580,0,0.4500,0.060130,3.0180000,18.694000,0.02244,,,,,,,M1 V,3682.00,0.48,0.59,-0.040,[Fe/H],-0.996,4.78,2.880,2.72120,,,,19h28m46.56s,292.1939846,+47d27m25.49s,47.4570808,561.1010000,15.9504000
Kepler-225 c,Kepler-225,1,2,Transit,2014,Kepler CCD Array,18.79423400,0.111000,1.840,0.164,4.04000,0.01270,M-R relationship,3.560000,0.000000,9.90,412,89.520,2455010.793500,0,0.3200,0.152900,3.2790000,45.470000,0.03758,,,,,,,M1 V,3682.00,0.48,0.59,-0.040,[Fe/H],-0.996,4.78,2.880,4.09291,,,,19h28m46.56s,292.1939846,+47d27m25.49s,47.4570808,561.1010000,15.9504000
EPIC 212624936 b,EPIC 212624936,1,2,Transit,2021,Kepler CCD Array,0.57865700,,1.200,0.107,1.87000,0.00588,M-R relationship,5.950000,,,,90.300,2457232.531080,0,,,,3.000000,0.01140,,,,,,,,5765.00,0.93,1.00,-0.390,[Fe/H],-0.124,4.40,,1.85537,,,,14h02m33.03s,210.6376171,-10d01m25.27s,-10.0236852,561.9290000,13.8326000
EPIC 212624936 c,EPIC 212624936,1,2,Transit,2021,Kepler CCD Array,11.81143700,,2.300,0.205,5.90000,0.01860,M-R relationship,2.660000,,,,90.000,2457233.787070,0,,0.072200,2.0640000,41.000000,0.02260,,,,,,,,5765.00,0.93,1.00,-0.390,[Fe/H],-0.124,4.40,,1.85537,,,,14h02m33.03s,210.6376171,-10d01m25.27s,-10.0236852,561.9290000,13.8326000
K2-75 b,K2-75,1,2,Transit,2016,Kepler CCD Array,7.81420000,0.081000,2.670,0.238,7.61000,0.02390,M-R relationship,2.200000,,430.00,,87.413,2456983.451000,0,0.4200,0.039200,5.4800000,10.300000,0.01560,,,,,,,,5995.00,1.56,1.16,0.300,[Fe/H],0.349,4.12,,0.45516,,,4.37,22h35m22.78s,338.8448960,-07d28m11.62s,-7.4698950,561.9300000,12.5886000
K2-75 c,K2-75,1,2,Transit,2016,Kepler CCD Array,18.31100000,0.142900,2.770,0.247,8.10000,0.02550,M-R relationship,2.090000,,138.00,,88.796,2456992.715000,0,0.5900,0.041000,6.4200000,21.419376,0.01620,,,,,,,,5995.00,1.56,1.16,0.300,[Fe/H],0.349,4.12,,0.45516,,,4.37,22h35m22.78s,338.8448960,-07d28m11.62s,-7.4698950,561.9300000,12.5886000
Kepler-145 b,Kepler-145,1,2,Transit,2013,Kepler CCD Array,22.95100000,0.169900,2.650,0.236,37.10000,0.11700,Mass,11.000000,0.430000,154.71,873,88.390,2454984.541780,1,0.9230,0.012980,4.4814000,15.270000,0.01088,,,,,,,,6022.00,1.85,1.32,-0.001,[M/H],0.692,4.02,3.240,0.20152,,,-26.09,19h25m33.06s,291.3877397,+44d31m44.57s,44.5290465,566.8500000,11.8746000
Kepler-145 c,Kepler-145,1,2,Transit,2013,Kepler CCD Array,42.88200000,0.257800,4.320,0.385,79.40000,0.25000,Mass,5.410000,0.110000,67.19,709,89.290,2455036.647800,1,0.7420,0.040890,9.7471000,23.170000,0.01998,,,,,,,,6022.00,1.85,1.32,-0.001,[M/H],0.692,4.02,3.240,0.20152,,,-26.09,19h25m33.06s,291.3877397,+44d31m44.57s,44.5290465,566.8500000,11.8746000
Kepler-967 b,Kepler-967,1,2,Transit,2016,Kepler CCD Array,13.22713379,0.102700,2.350,0.210,6.12000,0.01930,M-R relationship,2.590000,0.000000,39.10,638,89.980,2454975.203340,0,0.0130,0.088600,3.2928000,31.530000,0.02707,,,,,,,,5178.00,0.80,0.84,-0.030,[Fe/H],-0.718,4.56,5.890,3.39073,,,,19h06m13.92s,286.5580128,+38d24m18.87s,38.4052418,568.5460000,14.4513000
Kepler-967 c,Kepler-967,1,2,Transit,2016,Kepler CCD Array,198.71125020,0.625300,3.650,0.326,12.90000,0.04070,M-R relationship,1.460000,0.000000,1.05,258,89.990,2454989.517390,0,0.0803,0.217080,8.5374000,184.680000,0.04173,,,,,,,,5178.00,0.80,0.84,-0.030,[Fe/H],-0.718,4.56,5.890,2.92892,,,,19h06m13.92s,286.5580128,+38d24m18.87s,38.4052418,568.5460000,14.4513000
Kepler-534 b,Kepler-534,1,2,Transit,2016,Kepler CCD Array,15.95994513,0.127200,2.240,0.200,5.65000,0.01780,M-R relationship,2.760000,0.000000,63.95,721,88.780,2455004.522010,0,0.0814,0.054410,4.3653000,28.440000,0.02126,,,,,,,,5884.00,0.98,1.05,0.010,[Fe/H],0.147,4.48,1.580,1.70830,,,,19h45m40.46s,296.4185696,+49d32m24.53s,49.5401480,570.6590000,13.2310000
Kepler-534 c,Kepler-534,1,2,Transit,2021,Kepler CCD Array,7.37868977,0.076100,1.227,0.109,2.02000,0.00637,M-R relationship,6.010000,0.000000,178.68,933,88.000,2454968.819600,0,0.5200,0.011780,3.2070000,16.010000,0.01010,,,,,,,,5936.00,0.97,1.07,0.070,[Fe/H],0.147,4.50,1.700,1.09657,,,,19h45m40.46s,296.4185696,+49d32m24.53s,49.5401480,570.6590000,13.2310000
Kepler-348 b,Kepler-348,1,2,Transit,2014,Kepler CCD Array,7.05677000,0.076000,1.520,0.136,2.92000,0.00920,M-R relationship,4.570000,0.000000,438.94,1196,88.280,2454965.531780,0,0.0500,0.012230,1.9090000,9.200000,0.01031,,,,,,,,6177.00,1.36,1.27,0.070,[Fe/H],0.433,4.24,2.290,0.85967,,,-25.97,19h49m01.22s,297.2550814,+40d32m54.20s,40.5483883,570.7830000,12.5881000
Kepler-348 c,Kepler-348,1,2,Transit,2014,Kepler CCD Array,17.26542700,0.138000,1.330,0.119,2.33000,0.00733,M-R relationship,5.440000,0.000000,133.26,888,89.990,2454968.356580,0,0.6200,0.007710,5.1870000,26.480000,0.00827,,,,,,,,6177.00,1.36,1.27,0.070,[Fe/H],0.433,4.24,2.290,0.85967,,,-25.97,19h49m01.22s,297.2550814,+40d32m54.20s,40.5483883,570.7830000,12.5881000
Kepler-149 b,Kepler-149,1,3,Transit,2014,Kepler CCD Array,29.19894300,0.184000,4.210,0.376,16.50000,0.05190,M-R relationship,1.220000,0.000000,23.64,540,89.950,2455018.440220,0,0.0200,0.204720,5.0740000,45.558000,0.04151,,,,,,,,5381.00,0.95,0.92,0.381,[M/H],-0.119,4.46,14.000,2.05855,,,,19h03m24.89s,285.8537014,+38d23m02.73s,38.3840916,571.0340000,14.0194000
Kepler-149 c,Kepler-149,1,3,Transit,2014,Kepler CCD Array,55.32832800,0.281000,1.610,0.144,3.22000,0.01010,M-R relationship,4.240000,0.000000,10.08,436,89.800,2455019.326650,0,0.5000,0.032570,6.9480000,60.800000,0.01622,,,,,,,,5381.00,0.95,0.92,0.381,[M/H],-0.119,4.46,14.000,1.38589,,,,19h03m24.89s,285.8537014,+38d23m02.73s,38.3840916,571.0340000,14.0194000
Kepler-149 d,Kepler-149,1,3,Transit,2014,Kepler CCD Array,160.01803200,0.571000,3.960,0.353,14.90000,0.04670,M-R relationship,1.320000,0.000000,2.45,306,89.640,2455084.283480,0,0.6200,0.155280,5.1500000,127.000000,0.03896,,,,,,,,5381.00,0.95,0.92,0.381,[M/H],-0.119,4.46,14.000,4.85605,,,,19h03m24.89s,285.8537014,+38d23m02.73s,38.3840916,571.0340000,14.0194000
Kepler-118 b,Kepler-118,1,2,Transit,2014,Kepler CCD Array,7.51849600,0.073000,1.960,0.175,4.50000,0.01420,M-R relationship,3.280000,0.000000,79.75,784,89.630,2454965.536660,0,0.7200,0.030020,2.8570000,20.330000,0.01471,,,,,,,,5274.00,1.09,0.81,0.180,[Fe/H],-0.377,4.32,13.900,2.37825,,,,19h56m51.17s,299.2131881,+41d25m29.35s,41.4248195,574.2280000,14.7187000
Kepler-118 c,Kepler-118,1,2,Transit,2014,Kepler CCD Array,20.17202000,0.141000,7.680,0.685,45.70000,0.14400,M-R relationship,0.554000,0.000000,21.41,564,89.610,2454974.208400,0,0.0200,0.536810,3.1080000,52.621000,0.06732,,,,,,,,5274.00,1.09,0.81,0.180,[Fe/H],-0.377,4.32,13.900,6.77384,,,,19h56m51.17s,299.2131881,+41d25m29.35s,41.4248195,574.2280000,14.7187000
