# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Sep 19 09:09:12 2022
#
# User preference: *
#
# CONSTRAINT:  where (sy_pnum <> 1
# CONSTRAINT:  and sy_diststr not null)
# CONSTRAINT:  order by sy_dist asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_radv:        Systemic Radial Velocity [km/s]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_plx:         Parallax [mas]
#
pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_ratdor,pl_ratror,pl_rvamp,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,rastr,ra,decstr,dec,sy_dist,sy_plx
Kepler-354 c,Kepler-354,1,3,16.93440200,0.115000,1.310,0.117,2.27000,0.00714,M-R relationship,5.550000,0.000000,14.40,508,89.210,32.600000,0.01703,,,4648.00,0.67,0.73,-0.030,[Fe/H],-0.714,4.63,5.250,2.28605,,,,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739,554.0640000,1.7763300
Kepler-354 d,Kepler-354,1,3,24.20984200,0.146000,1.240,0.111,2.07000,0.00651,M-R relationship,5.970000,0.000000,8.95,451,89.380,39.000000,0.01950,,,4648.00,0.67,0.65,-0.030,[Fe/H],-0.714,4.63,13.800,1.91598,,,,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739,554.0640000,1.7763300
Kepler-1143 b,Kepler-1143,1,2,2.88890485,0.037100,1.670,0.149,3.43000,0.01080,M-R relationship,4.050000,0.000000,173.06,976,85.230,14.200000,0.01974,,,5053.00,0.77,0.81,-0.060,[Fe/H],-0.623,4.58,4.790,6.48761,,,,19h09m12.67s,287.3027720,+39d17m22.70s,39.2896399,555.1890000,1.7726600
Kepler-1143 c,Kepler-1143,1,2,210.63059100,0.647700,3.600,0.321,12.60000,0.03980,M-R relationship,1.480000,0.000000,0.57,234,89.760,156.100000,0.04306,,,5053.00,0.77,0.81,-0.060,[Fe/H],-0.623,4.58,4.790,1.62078,,,,19h09m12.67s,287.3027720,+39d17m22.70s,39.2896399,555.1890000,1.7726600
Kepler-605 b,Kepler-605,1,2,3.38353807,0.042000,1.440,0.128,2.67000,0.00839,M-R relationship,4.910000,0.000000,316.72,1133,87.540,18.211000,0.01490,,,5462.00,0.88,0.91,0.020,[Fe/H],-0.248,4.52,4.470,9.97929,,,,19h09m10.90s,287.2954015,+43d16m47.52s,43.2798677,556.5800000,1.7679000
Kepler-605 c,Kepler-605,1,2,2.35895152,0.033000,0.860,0.077,0.56600,0.00178,M-R relationship,4.890000,0.000000,513.03,1278,87.910,11.110000,0.00896,,,5462.00,0.88,0.91,0.020,[Fe/H],-0.248,4.52,4.470,4.01115,,,,19h09m10.90s,287.2954015,+43d16m47.52s,43.2798677,556.5800000,1.7679000
Kepler-165 b,Kepler-165,1,2,8.18084800,0.072000,2.320,0.207,5.99000,0.01890,M-R relationship,2.640000,0.000000,59.80,716,88.510,11.460000,0.02984,,,5211.00,0.77,0.79,0.120,[Fe/H],-0.472,4.54,10.500,0.42495,0.2000,,-23.59,18h42m45.82s,280.6909200,+47d48m34.81s,47.8096702,560.8850000,1.7541800
Kepler-165 c,Kepler-165,1,2,15.31299000,0.110000,2.230,0.199,5.60000,0.01760,M-R relationship,2.770000,0.000000,25.93,581,88.890,39.380000,0.02712,,,5211.00,0.77,0.79,0.120,[Fe/H],-0.472,4.54,10.500,4.92783,0.2000,,-23.59,18h42m45.82s,280.6909200,+47d48m34.81s,47.8096702,560.8850000,1.7541800
Kepler-225 b,Kepler-225,1,2,6.73897500,0.056000,1.200,0.107,1.87000,0.00588,M-R relationship,5.950000,0.000000,38.88,579,89.870,18.694000,0.02244,,M1 V,3682.00,0.48,0.59,-0.040,[Fe/H],-0.996,4.78,2.880,2.72120,,,,19h28m46.56s,292.1939846,+47d27m25.49s,47.4570808,561.1010000,1.7544100
Kepler-225 c,Kepler-225,1,2,18.79423400,0.111000,1.840,0.164,4.04000,0.01270,M-R relationship,3.560000,0.000000,9.90,412,89.520,45.470000,0.03758,,M1 V,3682.00,0.48,0.59,-0.040,[Fe/H],-0.996,4.78,2.880,4.09291,,,,19h28m46.56s,292.1939846,+47d27m25.49s,47.4570808,561.1010000,1.7544100
EPIC 212624936 b,EPIC 212624936,1,2,0.57865700,,1.200,0.107,1.87000,0.00588,M-R relationship,5.950000,,,,90.300,3.000000,0.01140,,,5765.00,0.93,1.00,-0.390,[Fe/H],-0.124,4.40,,1.85537,,,,14h02m33.03s,210.6376171,-10d01m25.27s,-10.0236852,561.9290000,1.7511100
EPIC 212624936 c,EPIC 212624936,1,2,11.81143700,,2.300,0.205,5.90000,0.01860,M-R relationship,2.660000,,,,90.000,41.000000,0.02260,,,5765.00,0.93,1.00,-0.390,[Fe/H],-0.124,4.40,,1.85537,,,,14h02m33.03s,210.6376171,-10d01m25.27s,-10.0236852,561.9290000,1.7511100
K2-75 b,K2-75,1,2,7.81420000,0.081000,2.670,0.238,7.61000,0.02390,M-R relationship,2.200000,,430.00,,87.413,10.300000,0.01560,,,5995.00,1.56,1.16,0.300,[Fe/H],0.349,4.12,,0.45516,,,4.37,22h35m22.78s,338.8448960,-07d28m11.62s,-7.4698950,561.9300000,1.7517500
K2-75 c,K2-75,1,2,18.31100000,0.142900,2.770,0.247,8.10000,0.02550,M-R relationship,2.090000,,138.00,,88.796,21.419376,0.01620,,,5995.00,1.56,1.16,0.300,[Fe/H],0.349,4.12,,0.45516,,,4.37,22h35m22.78s,338.8448960,-07d28m11.62s,-7.4698950,561.9300000,1.7517500
Kepler-145 b,Kepler-145,1,2,22.95100000,0.169900,2.650,0.236,37.10000,0.11700,Mass,11.000000,0.430000,154.71,873,88.390,15.270000,0.01088,,,6022.00,1.85,1.32,-0.001,[M/H],0.692,4.02,3.240,0.20152,,,-26.09,19h25m33.06s,291.3877397,+44d31m44.57s,44.5290465,566.8500000,1.7356600
Kepler-145 c,Kepler-145,1,2,42.88200000,0.257800,4.320,0.385,79.40000,0.25000,Mass,5.410000,0.110000,67.19,709,89.290,23.170000,0.01998,,,6022.00,1.85,1.32,-0.001,[M/H],0.692,4.02,3.240,0.20152,,,-26.09,19h25m33.06s,291.3877397,+44d31m44.57s,44.5290465,566.8500000,1.7356600
Kepler-967 b,Kepler-967,1,2,13.22713379,0.102700,2.350,0.210,6.12000,0.01930,M-R relationship,2.590000,0.000000,39.10,638,89.980,31.530000,0.02707,,,5178.00,0.80,0.84,-0.030,[Fe/H],-0.718,4.56,5.890,3.39073,,,,19h06m13.92s,286.5580128,+38d24m18.87s,38.4052418,568.5460000,2.6868816
Kepler-967 c,Kepler-967,1,2,198.71125020,0.625300,3.650,0.326,12.90000,0.04070,M-R relationship,1.460000,0.000000,1.05,258,89.990,184.680000,0.04173,,,5178.00,0.80,0.84,-0.030,[Fe/H],-0.718,4.56,5.890,2.92892,,,,19h06m13.92s,286.5580128,+38d24m18.87s,38.4052418,568.5460000,2.6868816
Kepler-534 b,Kepler-534,1,2,15.95994513,0.127200,2.240,0.200,5.65000,0.01780,M-R relationship,2.760000,0.000000,63.95,721,88.780,28.440000,0.02126,,,5884.00,0.98,1.05,0.010,[Fe/H],0.147,4.48,1.580,1.70830,,,,19h45m40.46s,296.4185696,+49d32m24.53s,49.5401480,570.6590000,1.7243800
Kepler-534 c,Kepler-534,1,2,7.37868977,0.076100,1.227,0.109,2.02000,0.00637,M-R relationship,6.010000,0.000000,178.68,933,88.000,16.010000,0.01010,,,5936.00,0.97,1.07,0.070,[Fe/H],0.147,4.50,1.700,1.09657,,,,19h45m40.46s,296.4185696,+49d32m24.53s,49.5401480,570.6590000,1.7243800
Kepler-348 b,Kepler-348,1,2,7.05677000,0.076000,1.520,0.136,2.92000,0.00920,M-R relationship,4.570000,0.000000,438.94,1196,88.280,9.200000,0.01031,,,6177.00,1.36,1.27,0.070,[Fe/H],0.433,4.24,2.290,0.85967,,,-25.97,19h49m01.22s,297.2550814,+40d32m54.20s,40.5483883,570.7830000,1.7235600
Kepler-348 c,Kepler-348,1,2,17.26542700,0.138000,1.330,0.119,2.33000,0.00733,M-R relationship,5.440000,0.000000,133.26,888,89.990,26.480000,0.00827,,,6177.00,1.36,1.27,0.070,[Fe/H],0.433,4.24,2.290,0.85967,,,-25.97,19h49m01.22s,297.2550814,+40d32m54.20s,40.5483883,570.7830000,1.7235600
Kepler-149 b,Kepler-149,1,3,29.19894300,0.184000,4.210,0.376,16.50000,0.05190,M-R relationship,1.220000,0.000000,23.64,540,89.950,45.558000,0.04151,,,5381.00,0.95,0.92,0.381,[M/H],-0.119,4.46,14.000,2.05855,,,,19h03m24.89s,285.8537014,+38d23m02.73s,38.3840916,571.0340000,1.7224400
Kepler-149 c,Kepler-149,1,3,55.32832800,0.281000,1.610,0.144,3.22000,0.01010,M-R relationship,4.240000,0.000000,10.08,436,89.800,60.800000,0.01622,,,5381.00,0.95,0.92,0.381,[M/H],-0.119,4.46,14.000,1.38589,,,,19h03m24.89s,285.8537014,+38d23m02.73s,38.3840916,571.0340000,1.7224400
Kepler-149 d,Kepler-149,1,3,160.01803200,0.571000,3.960,0.353,14.90000,0.04670,M-R relationship,1.320000,0.000000,2.45,306,89.640,127.000000,0.03896,,,5381.00,0.95,0.92,0.381,[M/H],-0.119,4.46,14.000,4.85605,,,,19h03m24.89s,285.8537014,+38d23m02.73s,38.3840916,571.0340000,1.7224400
Kepler-118 b,Kepler-118,1,2,7.51849600,0.073000,1.960,0.175,4.50000,0.01420,M-R relationship,3.280000,0.000000,79.75,784,89.630,20.330000,0.01471,,,5274.00,1.09,0.81,0.180,[Fe/H],-0.377,4.32,13.900,2.37825,,,,19h56m51.17s,299.2131881,+41d25m29.35s,41.4248195,574.2280000,1.7128900
Kepler-118 c,Kepler-118,1,2,20.17202000,0.141000,7.680,0.685,45.70000,0.14400,M-R relationship,0.554000,0.000000,21.41,564,89.610,52.621000,0.06732,,,5274.00,1.09,0.81,0.180,[Fe/H],-0.377,4.32,13.900,6.77384,,,,19h56m51.17s,299.2131881,+41d25m29.35s,41.4248195,574.2280000,1.7128900
Kepler-307 b,Kepler-307,1,2,10.42080000,0.091700,2.430,0.217,7.44000,0.02341,Mass,2.620000,0.000000,59.70,797,88.230,22.400000,0.02898,,,5367.00,0.81,0.91,0.190,[Fe/H],-0.122,4.46,13.500,1.73492,,,,19h51m10.82s,297.7950939,+40d25m03.51s,40.4176403,575.5810000,1.7086200
Kepler-307 c,Kepler-307,1,2,13.07290000,0.106800,2.200,0.196,3.64000,0.01145,Mass,1.740000,0.000000,44.00,739,88.370,20.340000,0.02713,,,5367.00,0.81,0.91,0.190,[Fe/H],-0.122,4.46,13.500,1.64444,,,,19h51m10.82s,297.7950939,+40d25m03.51s,40.4176403,575.5810000,1.7086200
Kepler-258 b,Kepler-258,1,2,13.19722000,0.103000,4.060,0.362,15.50000,0.04880,M-R relationship,1.270000,0.000000,27.79,642,88.710,30.330000,0.04264,,,4942.00,0.92,0.82,0.303,[M/H],-0.575,4.44,13.700,3.02990,,,,19h36m16.42s,294.0684116,+46d34m44.89s,46.5791357,575.9880000,1.7076600
Kepler-258 c,Kepler-258,1,2,33.65307900,0.193000,3.610,0.322,12.70000,0.03990,M-R relationship,1.480000,0.000000,7.99,470,89.420,55.900000,0.03844,,,4942.00,0.92,0.82,0.303,[M/H],-0.575,4.44,13.700,0.66663,,,,19h36m16.42s,294.0684116,+46d34m44.89s,46.5791357,575.9880000,1.7076600
Kepler-209 b,Kepler-209,1,2,16.08784500,0.122000,2.260,0.202,5.73000,0.01800,M-R relationship,2.730000,0.000000,48.66,668,88.050,11.350000,0.02286,,,5513.00,0.94,0.93,0.110,[M/H],-0.129,4.47,4.470,5.40911,,,,19h24m40.67s,291.1694567,+42d38m26.62s,42.6407281,576.9460000,1.7045000
Kepler-209 c,Kepler-209,1,2,41.74988200,0.231000,3.100,0.277,9.80000,0.03080,M-R relationship,1.810000,0.000000,13.64,486,89.770,21.430000,0.03707,,,5513.00,0.94,0.93,0.110,[M/H],-0.129,4.47,4.470,1.96069,,,,19h24m40.67s,291.1694567,+42d38m26.62s,42.6407281,576.9460000,1.7045000
Kepler-55 b,Kepler-55,1,5,27.94814490,0.159300,2.430,0.217,43.00000,0.13500,Mass,16.500000,0.000000,6.64,400,89.940,12.460000,0.03832,,,4362.00,0.58,0.62,-0.010,[Fe/H],-0.763,4.70,2.340,0.04680,,,,19h00m40.40s,285.1683291,+44d01m35.36s,44.0264898,578.7960000,1.6993200
Kepler-55 c,Kepler-55,1,5,42.15164180,0.209500,2.210,0.197,69.80000,0.22000,Mass,35.500000,0.000000,3.84,349,89.960,13.220000,0.03490,,,4362.00,0.58,0.62,-0.010,[Fe/H],-0.763,4.70,2.340,0.02459,,,,19h00m40.40s,285.1683291,+44d01m35.36s,44.0264898,578.7960000,1.6993200
Kepler-55 d,Kepler-55,1,5,2.21109900,0.029000,1.590,0.142,3.15000,0.00993,M-R relationship,4.310000,0.000000,195.00,931,84.940,9.819000,0.02286,,,4503.00,0.62,0.63,-0.010,[Fe/H],-0.763,4.68,2.340,3.66350,,,,19h00m40.40s,285.1683291,+44d01m35.36s,44.0264898,578.7960000,1.6993200
Kepler-55 e,Kepler-55,1,5,4.61753400,0.048000,1.550,0.138,3.02000,0.00951,M-R relationship,4.460000,0.000000,73.16,728,86.990,12.350000,0.02302,,,4503.00,0.62,0.63,-0.010,[Fe/H],-0.763,4.68,2.340,1.67234,,,,19h00m40.40s,285.1683291,+44d01m35.36s,44.0264898,578.7960000,1.6993200
Kepler-55 f,Kepler-55,1,5,10.19854500,0.081000,1.590,0.142,3.15000,0.00993,M-R relationship,4.310000,0.000000,25.44,559,88.270,19.600000,0.02550,,,4503.00,0.62,0.63,-0.010,[Fe/H],-0.763,4.68,2.340,3.64550,,,,19h00m40.40s,285.1683291,+44d01m35.36s,44.0264898,578.7960000,1.6993200
Kepler-331 b,Kepler-331,1,3,8.45749600,0.065000,1.820,0.162,3.97000,0.01250,M-R relationship,3.620000,0.000000,35.98,540,89.580,29.400000,0.03316,,,4347.00,0.49,0.65,0.118,[M/H],-0.784,4.77,1.200,6.72352,,,,19h27m20.24s,291.8343455,+39d18m26.45s,39.3073462,580.1190000,1.6959800
Kepler-331 c,Kepler-331,1,3,17.28111000,0.105000,1.840,0.164,4.04000,0.01270,M-R relationship,3.560000,0.000000,13.89,425,89.750,46.200000,0.03659,,,4347.00,0.49,0.65,0.118,[M/H],-0.784,4.77,1.200,7.28232,,,,19h27m20.24s,291.8343455,+39d18m26.45s,39.3073462,580.1190000,1.6959800
Kepler-331 d,Kepler-331,1,3,32.13432800,0.159000,1.640,0.146,3.33000,0.01050,M-R relationship,4.150000,0.000000,6.07,346,89.840,69.900000,0.03373,,,4347.00,0.49,0.65,0.118,[M/H],-0.784,4.77,1.200,10.12335,,,,19h27m20.24s,291.8343455,+39d18m26.45s,39.3073462,580.1190000,1.6959800
Kepler-140 b,Kepler-140,1,2,3.25427000,0.045000,1.610,0.144,3.22000,0.01010,M-R relationship,4.240000,0.000000,848.70,1301,87.840,8.408000,0.01162,,,6077.00,1.29,1.15,-0.039,[M/H],0.251,4.27,0.880,0.93176,,,-33.41,19h09m28.66s,287.3694056,+46d46m05.33s,46.7681473,583.8590000,1.6840600
Kepler-140 c,Kepler-140,1,2,91.35328200,0.414000,1.800,0.161,3.89000,0.01230,M-R relationship,3.670000,0.000000,9.96,428,89.990,81.210000,0.01325,,,6077.00,1.29,1.15,-0.039,[M/H],0.251,4.27,0.880,0.95841,,,-33.41,19h09m28.66s,287.3694056,+46d46m05.33s,46.7681473,583.8590000,1.6840600
Kepler-1038 b,Kepler-1038,1,2,148.46033820,0.523800,3.530,0.315,12.20000,0.03840,M-R relationship,1.520000,0.000000,1.51,285,89.660,131.000000,0.03948,,,5335.00,0.83,0.87,-0.040,[Fe/H],-0.362,4.55,4.270,3.27732,,,,19h55m53.32s,298.9721472,+44d07m56.46s,44.1323499,584.1360000,1.6837200
Kepler-1038 c,Kepler-1038,1,2,7.12765980,0.069200,1.416,0.126,2.59000,0.00816,M-R relationship,5.010000,0.000000,89.24,784,89.670,22.380000,0.01415,,,5159.00,0.82,0.87,0.160,[Fe/H],-0.362,4.55,14.000,3.96060,,,,19h55m53.32s,298.9721472,+44d07m56.46s,44.1323499,584.1360000,1.6837200
Kepler-110 b,Kepler-110,1,2,12.69111200,0.107000,1.830,0.163,4.01000,0.01260,M-R relationship,3.600000,0.000000,153.88,1008,89.980,25.931000,0.01471,,,5960.00,1.15,1.07,-0.150,[M/H],0.276,4.33,4.470,0.79317,,,0.04,19h31m43.00s,292.9291693,+48d36m10.19s,48.6028303,586.5310000,1.6763800
Kepler-110 c,Kepler-110,1,2,31.71977500,0.198000,2.210,0.197,5.52000,0.01740,M-R relationship,2.810000,0.000000,45.34,743,89.860,20.200000,0.01758,,,5960.00,1.15,1.07,-0.150,[M/H],0.276,4.33,4.470,0.79317,,,0.04,19h31m43.00s,292.9291693,+48d36m10.19s,48.6028303,586.5310000,1.6763800
Kepler-436 b,Kepler-436,1,2,64.00205000,0.339000,2.730,0.240,7.90000,0.02490,M-R relationship,2.130000,0.190000,1.69,322,89.930,104.000000,0.03540,,,4651.00,0.70,0.73,0.010,[Fe/H],-0.701,4.62,3.000,3.03000,,,,20h06m52.99s,301.7207775,+44d24m43.51s,44.4120856,588.8670000,1.6710500
Kepler-436 c,Kepler-436,1,2,16.79713874,0.115800,2.330,0.208,6.04000,0.01900,M-R relationship,2.620000,0.000000,14.52,503,87.020,40.790000,0.03050,,,4685.00,0.71,0.75,0.020,[Fe/H],-0.731,4.62,4.070,4.55190,,,,20h06m52.99s,301.7207775,+44d24m43.51s,44.4120856,588.8670000,1.6710500
Kepler-189 b,Kepler-189,1,2,10.39993100,0.088000,1.210,0.108,1.92000,0.00606,M-R relationship,5.960000,0.000000,45.39,678,87.280,23.650000,0.01616,,,5235.00,0.75,0.79,-0.020,[Fe/H],-0.448,4.62,0.700,2.31395,,,,19h10m15.51s,287.5646296,+44d18m18.24s,44.3050662,591.5340000,1.6618300
Kepler-189 c,Kepler-189,1,2,20.13486600,0.137000,2.380,0.212,22.70000,0.07100,Mass,9.250000,0.000000,18.81,544,88.280,26.600000,0.03299,,,5235.00,0.75,0.79,-0.020,[Fe/H],-0.448,4.62,0.700,1.45819,,,,19h10m15.51s,287.5646296,+44d18m18.24s,44.3050662,591.5340000,1.6618300
CoRoT-24 b,CoRoT-24,1,2,5.11340000,0.056000,3.700,0.330,5.70000,0.01800,Mass,0.900000,0.000000,,1070,86.500,10.900000,0.03700,2.100,K1 V,4950.00,0.86,0.91,0.300,[Fe/H],-0.601,4.55,11.000,1.94863,2.0000,,51.37,06h47m41.41s,101.9225430,-03d43m09.44s,-3.7192892,591.5550000,1.6632900
CoRoT-24 c,CoRoT-24,1,2,11.75900000,0.098000,5.000,0.440,28.00000,0.08800,Mass,1.300000,0.000000,,850,89.000,18.000000,0.05000,8.300,K1 V,4950.00,0.86,0.91,0.300,[Fe/H],-0.601,4.55,11.000,1.94863,2.0000,,51.37,06h47m41.41s,101.9225430,-03d43m09.44s,-3.7192892,591.5550000,1.6632900
Kepler-206 b,Kepler-206,1,3,7.78198700,0.078000,1.200,0.107,1.87000,0.00588,M-R relationship,5.950000,0.000000,192.27,983,84.820,12.000000,0.00955,,,5764.00,1.19,1.05,0.021,[M/H],0.084,4.31,7.000,0.86142,,,,19h26m32.32s,291.6346564,+41d50m01.83s,41.8338415,594.4470000,1.6534000
Kepler-206 c,Kepler-206,1,3,13.13747100,0.111000,1.770,0.158,3.78000,0.01190,M-R relationship,3.750000,0.000000,95.51,825,86.450,20.530000,0.01355,,,5764.00,1.19,1.05,0.021,[M/H],0.084,4.31,7.000,0.94860,,,,19h26m32.32s,291.6346564,+41d50m01.83s,41.8338415,594.4470000,1.6534000
Kepler-206 d,Kepler-206,1,3,23.44281000,0.163000,1.190,0.106,1.81000,0.00570,M-R relationship,5.900000,0.000000,44.17,681,85.830,12.710000,0.00821,,,5764.00,1.19,1.05,0.021,[M/H],0.084,4.31,7.000,0.86142,,,,19h26m32.32s,291.6346564,+41d50m01.83s,41.8338415,594.4470000,1.6534000
Kepler-191 b,Kepler-191,1,3,9.93963200,0.087000,1.340,0.120,2.36000,0.00742,M-R relationship,5.390000,0.000000,64.29,722,84.140,9.140000,0.01558,,,5282.00,0.79,0.81,0.130,[M/H],-0.414,4.59,0.900,3.25127,,,,19h24m44.00s,291.1833211,+45d19m23.14s,45.3230937,594.4640000,1.6535900
Kepler-191 c,Kepler-191,1,3,17.73850600,0.128000,1.860,0.166,4.12000,0.01300,M-R relationship,3.520000,0.000000,29.74,596,88.160,29.000000,0.02540,,,5282.00,0.79,0.81,0.130,[M/H],-0.414,4.59,0.900,1.08804,,,,19h24m44.00s,291.1833211,+45d19m23.14s,45.3230937,594.4640000,1.6535900
Kepler-191 d,Kepler-191,1,3,5.94504102,0.059900,2.280,0.203,5.82000,0.01830,M-R relationship,2.700000,0.000000,127.64,857,86.240,18.117000,0.02629,,,5215.00,0.80,0.84,-0.050,[Fe/H],-0.414,4.56,4.900,3.18252,,,,19h24m44.00s,291.1833211,+45d19m23.14s,45.3230937,594.4640000,1.6535900
Kepler-653 b,Kepler-653,1,2,14.70748976,0.119700,1.950,0.174,4.46000,0.01400,M-R relationship,3.310000,0.000000,90.38,819,89.800,35.900000,0.01467,,,5665.00,1.19,1.02,0.230,[Fe/H],0.119,4.29,7.760,0.68801,,,,18h48m51.13s,282.2130447,+46d43m04.04s,46.7177898,595.6340000,1.6500000
Kepler-653 c,Kepler-653,1,2,0.90037648,0.018600,0.780,0.070,0.39900,0.00126,M-R relationship,4.620000,0.000000,3743.28,2078,89.040,4.760000,0.00583,,,5665.00,1.19,1.02,0.230,[Fe/H],0.119,4.29,7.760,0.68801,,,,18h48m51.13s,282.2130447,+46d43m04.04s,46.7177898,595.6340000,1.6500000
Kepler-462 b,Kepler-462,1,2,84.68660000,0.417200,3.000,0.268,53.90000,0.16959,Mass,9.300000,0.042000,31.27,611,89.340,65.554000,0.01750,,,7500.00,1.57,1.59,0.050,[Fe/H],0.926,4.22,0.500,0.56000,80.0000,0.37,,19h59m17.08s,299.8211502,+43d48m51.41s,43.8142793,596.6250000,1.6479800
Kepler-462 c,Kepler-462,1,2,207.62000000,0.758400,4.000,0.357,6.00000,0.01888,Mass,0.400000,0.110000,9.97,453,89.630,119.000000,0.02320,,,7500.00,1.57,1.59,0.050,[Fe/H],0.926,4.22,0.500,0.56000,80.0000,0.37,,19h59m17.08s,299.8211502,+43d48m51.41s,43.8142793,596.6250000,1.6479800
PSR B1257+12 b,PSR B1257+12,1,3,25.26200000,0.190000,0.338,0.030,0.02000,0.00006,Mass,2.850000,0.000000,,,50.000,,,,,,,1.40,,,,,3.000,,,,,13h00m03.58s,195.0149029,+12d40m56.5s,12.6823534,600.0000000,
PSR B1257+12 c,PSR B1257+12,1,3,66.54190000,0.360000,1.910,0.170,4.30000,0.01353,Mass,3.390000,0.018600,,,53.000,,,,,,,1.40,,,,,3.000,,,,,13h00m03.58s,195.0149029,+12d40m56.5s,12.6823534,600.0000000,
PSR B1257+12 d,PSR B1257+12,1,3,98.21140000,0.460000,1.800,0.161,3.90000,0.01227,Mass,3.670000,0.026400,,,47.000,,,,,,,1.40,,,,,3.000,,,,,13h00m03.58s,195.0149029,+12d40m56.5s,12.6823534,600.0000000,
Kepler-242 b,Kepler-242,1,2,8.20395000,0.075000,2.610,0.233,7.32000,0.02300,M-R relationship,2.260000,0.000000,43.77,742,86.430,23.100000,0.02801,,,5020.00,0.85,0.81,0.010,[Fe/H],-0.613,4.49,14.000,0.65082,,,,19h06m15.77s,286.5656932,+41d48m30.30s,41.8084168,600.2410000,1.6377300
Kepler-242 c,Kepler-242,1,2,14.49648100,0.109000,2.000,0.178,4.66000,0.01470,M-R relationship,3.200000,0.000000,20.50,613,84.340,33.700000,0.02098,,,5020.00,0.85,0.81,0.010,[Fe/H],-0.613,4.49,14.000,0.13740,,,,19h06m15.77s,286.5656932,+41d48m30.30s,41.8084168,600.2410000,1.6377300
Kepler-310 b,Kepler-310,1,3,13.93069800,0.111000,1.190,0.106,1.81000,0.00570,M-R relationship,5.900000,0.000000,45.97,665,87.460,18.500000,0.01299,,,5797.00,0.88,0.91,-0.070,[Fe/H],-0.239,4.52,1.900,10.54459,,,,19h15m21.43s,288.8392780,+46d59m12.29s,46.9867472,602.2680000,1.6316700
Kepler-310 c,Kepler-310,1,3,56.47542000,0.281000,3.380,0.302,11.40000,0.03570,M-R relationship,1.620000,0.000000,7.11,417,88.810,47.000000,0.03360,,,5797.00,0.88,0.91,-0.070,[Fe/H],-0.239,4.52,1.900,0.33372,,,,19h15m21.43s,288.8392780,+46d59m12.29s,46.9867472,602.2680000,1.6316700
Kepler-310 d,Kepler-310,1,3,92.87612500,0.392000,2.470,0.220,7.00000,0.02202,Mass,3.300000,0.000000,3.66,353,88.820,44.300000,0.02553,,,5797.00,0.88,0.91,-0.070,[Fe/H],-0.239,4.52,1.900,0.52514,,,,19h15m21.43s,288.8392780,+46d59m12.29s,46.9867472,602.2680000,1.6316700
Kepler-166 b,Kepler-166,1,3,7.65025400,0.072000,2.270,0.203,5.77000,0.01820,M-R relationship,2.710000,0.000000,77.54,772,89.960,21.894500,0.02827,,,5413.00,0.74,0.88,-0.030,[Fe/H],-0.385,4.62,0.800,3.36870,,,,19h32m38.42s,293.1600977,+48d52m52.35s,48.8812074,603.5300000,1.6282500
